_id,title,release_year,movie_rating,summary,Up_System
1973,Lucky Number Slevin,2006,7.8,A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses: The Rabbi and The Boss. Slevin is under constant surveillance by relentless Detective Brikowski as well as the infamous assassin Goodkat and finds himself having to hatch his own ingenious plot to get them before they get him.,CM
1974,The Warriors,1979,7.7,"In the near future, a charismatic leader summons the street gangs of New York City in a bid to take it over. When he is killed, The Warriors are falsely blamed and now must fight their way home while every other gang is hunting them down.",CM
1975,War,2007,6.3,"An FBI Agent seeks vengeance on a mysterious assassin known as ""Rogue"" who murdered his partner.",CM
1976,My Bodyguard,1980,7.1,"When a boy comes to a new school and gets harassed by a bully, he acquires the services of the school's most feared kid as a bodyguard.",CM
1977,Hitman: Agent 47,2015,5.7,An assassin teams up with a woman to help her find her father and uncover the mysteries of her ancestry.,CM
1978,Magnolia,1999,8.0,"An epic mosaic of interrelated characters in search of love, forgiveness, and meaning in the San Fernando Valley.",CM
1979,Fame,2009,5.1,"An updated version of the musical Fame (1980), which centered on the students of the New York Academy of Performing Arts.",CM
1980,City by the Sea,2002,6.1,"Vincent Lamarca, whose father was executed for a 1950s kidnapping of a child, grew up to become a police officer, only to see his own son become a murder suspect.",CM
1981,License to Drive,1988,6.3,A teen decides to go for a night on the town with his friends despite flunking his driver's test.,CM
1982,The First Power,1990,5.7,"A dedicated L.A. police detective and a female psychic must stop a demonic serial killer who was given the powers of resurrection, teleportation and possession.",CM
1983,Red Corner,1997,6.3,"An American attorney on business in China is wrongfully arrested and put on trial for murder, with a female defense lawyer from the country the only key to proving his innocence.",CM
1984,The Alamo,2004,6.0,"Based on the 1836 standoff between a group of Texan and Tejano men, led by Davy Crockett and Jim Bowie, and Mexican dictator Santa Anna's forces at the Alamo in San Antonio Texas.",CM
1985,The Bye Bye Man,2017,4.3,Three friends stumble upon the horrific origins of a mysterious figure they discover is the root cause of the evil behind unspeakable acts.,CM
1986,At First Sight,1999,5.9,A blind man has an operation to regain his sight at the urging of his girlfriend and must deal with the changes to his life.,CM
1987,Edtv,1999,6.1,A video store clerk agrees to have his life filmed by a camera crew for a television show.,CM
1988,The Borrowers,1997,5.9,A secret family of four-inch people living inside the walls of a house must save their home from an evil real estate developer.,CM
1989,Blue Chips,1994,6.1,A college basketball coach is forced to break the rules in order to get the players he needs to stay competitive.,CM
1990,Project Almanac,2015,6.4,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",CM
1991,My Fellow Americans,1996,6.5,"Two former U. S. Presidents, hated rivals, join forces to expose the current, corrupt President at the risk of their lives.",CM
1992,The Lion in Winter,1968,8.1,"1183 A.D.: King Henry II's three sons all want to inherit the throne, but he won't commit to a choice. They and his wife variously plot to force him.",CM
1993,Deuce Bigalow: European Gigolo,2005,4.7,"Deuce is tricked again into man-whoring by T.J., only in Amsterdam while other man-whores are being murdered in his midst.",CM
1994,Benji the Hunted,1987,6.3,Benji is left in the wilderness after an accident. Can he survive?,CM
1995,Adaptation.,2002,7.7,A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' by Susan Orlean for the screen.,CM
1996,Victoria &amp; Abdul,2017,6.8,Queen Victoria strikes up an unlikely friendship with a young Indian clerk named Abdul Karim.,CM
1997,Pink Floyd: The Wall,1982,8.0,A confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone.,CM
1998,Empire of the Sun,1987,7.8,A young English boy struggles to survive under Japanese occupation during World War II.,CM
1999,Two Can Play That Game,2001,6.1,"An arrogant career woman plays a series of heartless mind-games with her boyfriend to ""put him in line,"" only to discover that he has a few tricks up his own sleeve.",CM
2000,The Social Network,2010,7.7,"Harvard student Mark Zuckerberg creates the social networking site. That would become known as Facebook but is later sued by two brothers who claimed he stole their idea, and the co-founder who was later squeezed out of the business.",CM
2001,The Others,2001,7.6,A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.,CM
2002,Legally Blonde,2001,6.3,"Elle Woods, a fashionable sorority queen is dumped by her boyfriend. She decides to follow him to law school, while she is there she figures out that there is more to her than just looks.",CM
2003,Panic Room,2002,6.8,"A divorced woman and her diabetic daughter take refuge in their newly-purchased house's safe room, when three men break-in, searching for a missing fortune.",CM
2004,Schindler's List,1993,8.9,"In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.",CM
2005,Dead Poets Society,1989,8.1,English teacher John Keating inspires his students to look at poetry with a different perspective of authentic knowledge and feelings.,CM
2006,Zero Dark Thirty,2012,7.4,"A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L.s Team 6 in May 2011.",CM
2007,Norbit,2007,4.0,"A mild-mannered guy, who is married to a monstrous woman, meets the woman of his dreams, and schemes to find a way to be with her.",CM
2008,Cold Mountain,2003,7.2,"In the waning days of the American Civil War, a wounded soldier embarks on a perilous journey back home to Cold Mountain, North Carolina to reunite with his sweetheart.",CM
2009,Arthur,1981,6.9,"Arthur is a happy drunk with no pretensions at any ambition. He is also the heir to a vast fortune which he is told will only be his if he marries Susan. He does not love Susan, but she ... See full summary&nbsp;",CM
2010,Sex and the City 2,2010,4.4,"While wrestling with the pressures of life, love, and work in Manhattan, Carrie, Miranda, and Charlotte join Samantha for a trip to Abu Dhabi (United Arab Emirates), where Samantha's ex is filming a new movie.",CM
2011,Michael,1996,5.7,Two tabloid reporters checking out a report of the Archangel Michael living with an old woman find that it's true. But that's not the only surprise.,CM
2012,The Princess Diaries 2: Royal Engagement,2004,5.8,"Now settled in Genovia, Princess Mia faces a new revelation: she is being primed for an arranged marriage to an English suitor.",CM
2013,Unbreakable,2000,7.3,A man learns something extraordinary about himself after a devastating accident.,CM
2014,42,2013,7.5,"In 1947, Jackie Robinson becomes the first African-American to play in Major League Baseball in the modern era when he was signed by the Brooklyn Dodgers and faces considerable racism in the process.",CM
2015,Flashdance,1983,6.2,A Pittsburgh woman with two jobs as a welder and an exotic dancer wants to get into ballet school.,CM
2016,The Book of Eli,2010,6.9,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",CM
2017,"10,000 BC",2008,5.1,"In the prehistoric past, D'Leh is a mammoth hunter who becomes with the beautiful Evolet. When warriors on horseback capture Evolet and the tribesmen, D'Leh must embark on an odyssey to save his true love.",CM
2018,Beverly Hills Chihuahua,2008,3.8,"While on vacation in Mexico, Chloe, a ritzy Beverly Hills chihuahua, finds herself lost and in need of assistance in order to get back home.",CM
2019,Saturday Night Fever,1977,6.8,"Anxious about his future after high school, a 19 year old Italian American from Brooklyn tries to escape the harsh reality of his bleak family life by dominating the dance floor at the local disco.",CM
2020,Julie &amp; Julia,2009,7.0,Julia Child's story of her start in the cooking profession is intertwined with blogger Julie Powell's 2002 challenge to cook all the recipes in Child's first book.,CM
2021,The Mask of Zorro,1998,6.7,"A young thief, seeking revenge for the death of his brother, is trained by the once great, but aged Zorro, who also pursues vengeance of his own.",CM
2022,Maid in Manhattan,2002,5.2,"A Senatorial candidate falls for a hotel maid, thinking she is a socialite, when he sees her trying on a wealthy woman's dress.",CM
2023,He's Just Not That Into You,2009,6.4,This Baltimore-set movie of interconnecting story arcs deals with the challenges of reading or misreading human behavior.,CM
2024,Master and Commander: The Far Side of the World,2003,7.4,"During the Napoleonic Wars, a brash British captain pushes his ship and crew to their limits in pursuit of a formidable French war vessel around South America.",CM
